MW,AMW,Sv,Se,Sp,Si,Mv,Me,Mp,Mi,GD,nAT,nSK,nTA,nBT,nBO,nBM,SCBO,RBN,RBF,nAB,nH,nC,nN,nO,nS,nHM,nHet,H%,C%,N%,O%,nCsp3,nCsp2,nCIC,nCIR,TRS,Rperim,Rbrid,MCD,RFD,RCI,NRS,NNRS,nR05,nR06,nR10,nBnz,ARR,D/Dtr05,D/Dtr06,D/Dtr10,ZM1,ZM1V,ZM1Kup,ZM1Mad,ZM1Per,ZM1MulPer,ZM2,ZM2V,ZM2Kup,ZM2Mad,ZM2Per,ZM2MulPer,ON0,ON0V,ON1,ON1V,Qindex,BBI,DBI,SNar,HNar,GNar,Xt,Dz,Ram,BLI,Pol,LPRS,MSD,SPI,PJI2,ECC,AECC,DECC,MDDD,UNIP,CENT,VAR,ICR,SMTI,SMTIV,GMTI,GMTIV,Xu,CSI,Wap,S1K,S2K,S3K,PHI,PW2,PW3,PW4,PW5,MAXDN,MAXDP,DELS,TIE,Psi_i_s,Psi_i_A,Psi_i_0,Psi_i_1,Psi_i_t,Psi_i_0d,Psi_i_1d,Psi_e_A,Psi_e_0,Psi_e_1,Psi_e_0d,BAC,LOC,MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,SRW02,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,MPC01,MPC02,MPC03,MPC04,MPC05,MPC06,MPC07,MPC08,MPC09,MPC10,piPC01,piPC02,piPC03,piPC04,piPC05,piPC06,piPC07,piPC08,piPC09,piPC10,TWC,TPC,piID,PCR,PCD,CID,BID,X0,X1,X2,X3,X4,X5,X0A,X1A,X2A,X3A,X4A,X5A,X0v,X1v,X2v,X3v,X4v,X5v,X0Av,X1Av,X2Av,X3Av,X4Av,X5Av,X0sol,X1sol,X2sol,X3sol,X4sol,X5sol,XMOD,RDCHI,smiles,density_Kg/m3
311.55,10.05,21.931,30.709,25.165,33.669,0.707,0.991,0.812,1.086,0.131,31,18,0,33,20,11,25.5,3,0.091,11,13,13,1,0,4,4,5,41.9,41.9,3.2,0.0,4,9,3,3,17,17,0,0.944,0.0,1.0,3,1.0,1,2,0,0,0.55,52.237,116.13,0.0,92,292,227.087,188.43,416.31,306.627,105,276,238.693,183.286,430.25,292.993,8.333,5.45,4.028,1.769,13,26,1.732,14.099,2.16,2.189,0.266,36.5,4,1.452,22,77.483,5.197,0.0,0.833,154,8.556,1.605,13.667,59,298,42,2.53,3081,5349,3253,9429,18.453,339,4107,13.042,6.465,3.544,4.684,0.562,0.321,0.175,0.086,0.746,1.633,5.608,18.904,33.167,1.843,13.413,11.278,0.005,0.0,0.0,7.343,6.67,2.774,0.0,0,0.0,3.045,4.533,5.352,6.188,7.02,7.861,8.698,9.541,10.379,11.223,3.714,4.977,2.398,6.435,4.443,7.974,6.26,9.555,3.045,3.296,3.526,3.738,3.85,3.807,3.932,3.97,3.97,3.97,3.277,3.778,4.271,4.77,5.079,5.212,5.576,5.87,6.096,6.3,11.786,6.326,8.224,1.3,1.898,3.645,2.959,12.209,8.916,7.565,6.349,5.218,3.83,0.678,0.446,0.291,0.192,0.127,0.083,13.009,9.683,8.669,7.415,6.132,4.633,0.723,0.484,0.333,0.225,0.15,0.101,13.623,10.732,10.023,9.132,8.064,6.347,72.114,3.263,C1SCC(SC1)c1ccc(cn1)Sc1cccs1,1314.25
296.36,7.799,24.676,38.363,25.5,42.903,0.649,1.01,0.671,1.129,0.108,38,22,0,41,25,16,33.0,3,0.073,16,16,16,4,2,0,0,6,42.1,42.1,10.5,5.3,3,13,4,4,22,22,0,1.0,0.0,1.0,4,1.0,2,2,0,0,0.64,111.096,137.28,0.0,118,318,353.427,132.938,470.45,334.853,140,338,359.172,156.353,530.22,358.709,10.0,6.65,4.861,2.124,18,34,1.732,17.682,2.2,2.234,0.238,48.0,6,0.861,31,99.074,4.937,0.0,1.0,172,7.818,1.14,15.975,64,622,63,2.379,4628,7509,4951,12608,21.299,383,8050,13.576,5.964,2.693,3.68,0.567,0.336,0.196,0.105,0.948,2.588,15.231,22.27,45.833,2.083,15.598,12.734,0.0,0.0,-0.0,7.583,8.091,3.426,0.0,0,0.0,3.258,4.779,5.638,6.515,7.397,8.287,9.18,10.077,10.975,11.876,3.932,5.231,3.045,6.73,5.283,8.317,7.31,9.952,3.258,3.555,3.871,4.174,4.369,4.5,4.654,4.745,4.779,4.71,3.526,4.094,4.71,5.329,5.741,6.144,6.568,6.932,7.213,7.361,12.398,6.947,9.479,1.364,2.532,3.85,3.148,14.778,10.916,9.4,8.277,7.167,5.51,0.672,0.437,0.276,0.176,0.112,0.071,11.951,7.172,5.053,3.57,2.518,1.609,0.543,0.287,0.149,0.076,0.039,0.021,14.778,10.916,9.4,8.277,7.167,5.51,69.249,3.521,C1NCN(CN1)c1oc(c(c1)c1ccco1)c1ccccn1,1254.07
348.42,8.103,30.445,42.716,31.796,47.112,0.708,0.993,0.739,1.096,0.088,43,27,0,47,31,28,45.0,3,0.064,28,16,24,2,1,0,0,3,37.2,55.8,4.7,2.3,0,24,5,6,29,27,1,1.0,0.074,1.074,4,0.8,1,4,1,2,0.903,52.439,264.819,105.747,148,358,377.026,154.32,538.92,377.512,178,403,413.384,184.848,623.78,425.8,12.167,7.9,5.917,2.553,23,43,2.0,21.959,2.219,2.255,0.213,56.0,8,0.854,44,129.716,5.34,0.0,0.833,233,8.63,1.152,20.329,83,1117,90,2.434,7690,12220,8388,20760,25.128,525,29143,15.689,6.64,2.846,3.858,0.571,0.345,0.205,0.116,0.806,1.859,11.868,28.315,54.833,2.031,19.2,16.044,0.0,-0.0,-0.0,7.531,9.905,4.24,-0.0,0,0.0,3.466,5.004,5.878,6.767,7.662,8.564,9.468,10.375,11.283,12.193,4.143,5.46,2.398,6.993,4.443,8.627,6.293,10.315,3.466,3.784,4.127,4.454,4.736,4.868,5.075,5.22,5.313,5.288,3.829,4.486,5.171,5.843,6.461,6.876,7.441,7.945,8.403,8.696,12.709,7.869,13.389,1.701,5.52,4.059,3.342,18.054,13.399,11.659,10.452,9.241,7.742,0.669,0.432,0.271,0.171,0.109,0.069,14.54,8.822,6.372,4.723,3.449,2.44,0.539,0.285,0.148,0.077,0.041,0.022,18.054,13.399,11.659,10.452,9.241,7.742,82.302,3.866,c1ccc(nc1)c1ncccc1c1cc2ccccc2cc1c1ccoc1,1159.15
372.62,9.806,25.511,38.334,28.432,42.746,0.671,1.009,0.748,1.125,0.108,38,22,0,41,25,10,30.0,3,0.073,10,16,12,6,0,4,4,10,42.1,31.6,15.8,0.0,7,5,4,4,22,22,0,1.0,0.0,1.0,4,1.0,2,2,0,0,0.4,101.791,124.559,0.0,118,380,330.688,219.039,544.93,400.044,141,364,337.874,243.46,579.02,389.767,10.0,6.55,4.889,2.086,18,34,1.732,17.682,2.2,2.234,0.238,47.0,6,1.306,32,98.791,4.867,0.0,1.0,173,7.864,1.161,14.289,63,612,63,2.444,4559,8058,4875,14707,21.203,385,11312,15.572,7.3,3.318,5.167,0.566,0.345,0.208,0.106,0.948,1.64,12.597,24.922,42.5,1.932,16.211,13.844,0.001,0.0,-0.0,7.432,8.145,3.47,0.0,0,0.0,3.258,4.779,5.645,6.526,7.413,8.304,9.197,10.093,10.989,11.887,3.932,5.231,3.045,6.737,5.209,8.34,7.154,9.996,3.258,3.555,3.892,4.205,4.357,4.431,4.543,4.585,4.585,4.554,3.434,3.922,4.463,4.99,5.114,5.413,5.678,5.908,6.076,6.196,12.411,7.107,8.823,1.242,1.716,3.85,3.148,14.778,10.933,9.313,8.31,7.387,5.527,0.672,0.437,0.274,0.173,0.112,0.072,15.033,10.88,9.183,8.57,7.716,6.235,0.683,0.435,0.27,0.179,0.117,0.081,16.192,12.749,11.567,11.246,10.697,8.532,86.744,3.483,C1NCN(CN1)c1ncsc1C1SCCSC1c1nncs1,1439.52
254.4,7.269,20.675,34.996,22.455,40.029,0.591,1.0,0.642,1.144,0.14,35,17,1,37,19,5,21.5,2,0.054,5,18,11,4,1,1,1,6,51.4,31.4,11.4,2.9,8,3,3,3,16,16,0,0.941,0.0,1.0,3,1.0,2,1,0,0,0.263,86.806,52.931,0.0,90,228,232.278,122.047,326.95,243.634,105,220,221.328,134.082,341.31,237.749,8.167,5.8,3.722,2.071,14,26,1.581,13.118,2.082,2.163,0.276,37.0,5,1.102,21,70.138,4.529,4.864,0.8,122,7.176,1.246,10.768,46,290,36,2.307,2436,3975,2527,6522,17.119,267,3648,11.687,5.08,2.56,3.493,0.576,0.333,0.183,0.086,0.929,3.511,11.407,20.678,34.667,2.039,12.591,10.868,0.005,-0.0,-0.0,7.539,6.312,2.687,-0.0,2,0.481,2.996,4.511,5.352,6.217,7.074,7.943,8.807,9.679,10.546,11.418,3.664,4.963,3.045,6.441,5.209,8.001,7.154,9.604,2.996,3.296,3.555,3.807,3.871,3.951,3.989,4.025,3.989,3.871,3.114,3.534,3.939,4.345,4.299,4.503,4.615,4.78,4.876,4.802,11.96,6.275,7.043,1.122,0.768,3.584,2.908,11.665,8.326,7.41,6.224,5.247,3.539,0.686,0.438,0.285,0.183,0.119,0.075,10.566,6.976,5.788,4.667,3.624,2.186,0.622,0.367,0.223,0.137,0.082,0.047,12.018,8.781,7.993,6.905,5.892,3.877,57.349,3.064,ON1CNCN(C1)C1CCC(C1)c1cncs1,1242.04
234.44,6.169,21.982,36.796,25.023,42.487,0.578,0.968,0.659,1.118,0.15,38,16,1,40,18,5,20.5,2,0.05,5,22,15,0,0,1,1,1,57.9,39.5,0.0,0.0,11,4,3,3,15,15,0,0.937,0.0,1.0,3,1.0,3,0,0,0,0.278,115.757,0.0,0.0,86,140,122.86,108.282,208.59,146.827,102,153,141.4,120.373,235.5,160.83,7.667,6.75,3.5,2.792,14,25,1.581,12.425,2.087,2.174,0.284,32.0,5,1.293,19,63.198,3.972,4.649,1.0,101,6.312,0.977,8.125,37,254,36,2.18,1940,2442,1989,3000,15.874,221,2999,10.952,4.601,2.145,3.15,0.577,0.343,0.199,0.087,0.421,0.44,2.907,18.325,25.833,1.615,12.705,11.668,0.024,0.0,0.0,7.115,6.009,2.573,0.0,2,0.5,2.944,4.466,5.323,6.205,7.081,7.968,8.851,9.739,10.625,11.513,3.611,4.92,3.434,6.399,5.638,7.963,7.591,9.581,2.944,3.258,3.555,3.85,3.829,3.932,3.951,3.892,3.689,3.466,3.068,3.504,3.939,4.383,4.319,4.559,4.695,4.749,4.663,4.567,12.044,6.14,6.92,1.127,0.78,3.525,2.855,10.958,7.843,6.981,5.971,5.214,3.249,0.685,0.436,0.279,0.176,0.113,0.072,11.009,7.757,6.874,5.823,4.987,3.12,0.688,0.431,0.275,0.171,0.108,0.069,11.311,8.297,7.565,6.637,5.887,3.643,51.601,2.919,CC1CCC(C1)C1CCCC1c1cccs1,1005.6
333.51,6.539,28.934,50.869,30.904,59.221,0.567,0.997,0.606,1.161,0.098,51,24,0,54,27,6,30.0,3,0.056,6,27,15,9,0,0,0,9,52.9,29.4,17.6,0.0,9,6,4,4,24,24,0,1.0,0.0,1.0,4,1.0,0,4,0,1,0.222,0.0,295.085,0.0,126,274,296.308,141.347,401.21,286.56,148,281,293.958,163.82,445.1,298.837,11.0,8.117,5.361,2.757,18,36,1.732,19.068,2.182,2.213,0.229,52.5,6,0.952,37,111.854,5.287,0.0,0.833,204,8.5,1.292,19.0,72,864,78,2.507,5836,8579,6231,13266,23.032,451,10293,16.345,7.834,3.777,5.335,0.563,0.332,0.192,0.111,1.189,1.002,16.489,24.862,46.167,1.924,17.659,14.723,0.001,0.0,-0.0,7.424,8.894,3.737,0.0,0,0.0,3.332,4.844,5.694,6.558,7.428,8.305,9.185,10.068,10.952,11.839,4.007,5.293,0.0,6.804,0.0,8.407,0.0,10.059,3.332,3.611,3.912,4.19,4.466,4.5,4.7,4.796,4.86,4.86,3.434,3.861,4.36,4.859,5.367,5.587,5.917,6.083,6.21,6.271,12.371,7.118,8.383,1.178,1.265,3.936,3.23,16.192,11.916,10.095,8.823,7.549,6.454,0.675,0.441,0.28,0.18,0.116,0.075,13.784,8.569,6.236,4.638,3.386,2.464,0.574,0.317,0.173,0.095,0.052,0.029,16.192,11.916,10.095,8.823,7.549,6.454,75.886,3.674,C1NCN(CN1)c1ccc(c(c1)C1NCNCN1)C1NCNCN1,1288.2
351.57,10.34,24.645,34.036,27.619,36.879,0.725,1.001,0.812,1.085,0.114,34,21,0,37,24,15,31.5,3,0.081,15,13,15,1,1,4,4,6,38.2,44.1,2.9,2.9,4,11,4,4,21,21,0,1.0,0.0,1.0,4,1.0,3,1,0,0,0.625,158.176,61.304,0.0,116,360,306.822,203.604,517.5,379.36,142,348,319.462,224.946,552.33,373.519,9.583,6.117,4.639,1.894,19,34,2.236,16.871,2.191,2.233,0.243,43.5,6,1.328,32,91.127,4.333,0.0,1.0,137,6.524,0.975,12.177,52,548,50,2.136,3771,6755,4005,12494,20.009,305,5863,14.34,6.09,2.511,4.159,0.572,0.361,0.221,0.104,1.268,1.783,9.216,23.948,40.25,1.917,15.458,13.391,0.001,-0.0,0.0,7.417,7.769,3.35,-0.0,0,0.0,3.219,4.762,5.652,6.564,7.479,8.403,9.326,10.254,11.18,12.109,3.892,5.22,3.434,6.763,5.587,8.416,7.526,10.136,3.219,3.555,3.932,4.263,4.369,4.5,4.543,4.511,4.394,4.174,3.481,4.056,4.683,5.288,5.47,5.921,6.232,6.479,6.652,6.714,12.612,6.724,9.004,1.339,2.28,3.802,3.106,14.123,10.401,9.021,8.266,7.445,5.14,0.673,0.433,0.265,0.165,0.106,0.066,14.417,10.622,8.774,8.032,7.399,5.957,0.687,0.443,0.258,0.161,0.106,0.076,15.537,12.327,11.094,10.783,10.496,8.06,83.126,3.307,C1CSC(CS1)(c1cscn1)c1cscc1c1cocc1,1357.48
332.49,7.732,26.519,43.192,28.262,49.398,0.617,1.004,0.657,1.149,0.103,43,23,0,46,26,11,31.5,3,0.065,11,20,14,8,0,1,1,9,46.5,32.6,18.6,0.0,6,8,4,4,23,23,0,1.0,0.0,1.0,4,1.0,1,3,0,1,0.423,69.959,231.509,0.0,122,320,326.772,156.151,470.84,338.756,143,336,337.048,177.02,518.67,358.943,10.5,7.133,5.083,2.318,18,35,1.732,18.375,2.19,2.223,0.233,50.0,6,0.968,33,109.369,6.374,0.0,1.0,249,10.826,1.921,22.526,88,706,77,2.914,6230,10218,6781,17699,23.043,557,12495,15.23,7.066,3.461,4.679,0.571,0.338,0.183,0.09,1.257,1.27,14.293,22.854,45.833,1.993,16.627,13.759,0.0,-0.0,0.0,7.493,8.484,3.571,-0.0,0,0.0,3.296,4.812,5.659,6.515,7.372,8.232,9.093,9.954,10.817,11.68,3.97,5.263,2.398,6.76,4.443,8.341,6.293,9.962,3.296,3.584,3.871,4.094,4.263,4.317,4.489,4.533,4.615,4.727,3.481,3.946,4.42,4.853,5.074,5.061,5.293,5.429,5.625,5.821,12.228,7.179,8.807,1.227,1.628,3.893,3.188,15.485,11.399,9.792,8.683,7.21,5.468,0.673,0.438,0.28,0.185,0.122,0.078,13.461,8.388,6.128,4.611,3.281,2.122,0.585,0.323,0.175,0.098,0.056,0.03,15.838,11.899,10.29,9.197,7.806,5.801,77.314,3.762,c1ccc(cc1)C1NCN(CN1)N1CNC(NC1)c1nsnc1,1313.76
311.41,10.38,22.734,30.436,24.051,32.79,0.758,1.015,0.802,1.093,0.114,30,21,1,33,24,21,34.5,2,0.061,21,9,15,3,1,2,2,6,30.0,50.0,10.0,3.3,0,15,4,5,22,20,1,0.952,0.1,1.1,3,0.75,2,2,1,2,0.875,102.109,94.946,81.013,116,356,340.806,164.769,527.81,380.835,140,383,365.847,182.868,590.95,407.769,9.833,5.55,4.556,1.676,19,34,1.871,16.701,2.136,2.215,0.245,44.5,7,0.984,32,93.756,5.146,5.233,0.833,178,8.476,1.642,16.562,66,478,54,2.547,4306,7990,4648,15479,20.655,401,10227,12.839,5.153,2.217,3.151,0.583,0.357,0.2,0.091,1.398,4.484,16.002,24.725,46.333,2.206,14.696,12.308,0.0,-0.0,0.0,7.706,7.715,3.359,-0.0,2,0.418,3.219,4.762,5.638,6.526,7.415,8.309,9.202,10.099,10.995,11.894,3.892,5.22,3.045,6.749,5.13,8.375,6.986,10.056,3.219,3.555,3.892,4.174,4.317,4.477,4.635,4.762,4.875,4.828,3.57,4.248,4.94,5.594,6.082,6.579,7.103,7.598,8.072,8.328,12.417,7.097,10.788,1.52,3.691,3.803,3.104,14.234,10.326,9.186,8.375,7.242,5.061,0.678,0.43,0.27,0.174,0.113,0.068,12.357,7.873,5.979,4.596,3.392,1.979,0.588,0.328,0.176,0.096,0.053,0.027,14.941,11.281,10.268,9.556,8.532,5.747,73.486,3.423,Oc1c(ccc2c1ccc(c2)c1cnsn1)c1nccs1,1403.15
311.44,7.986,25.654,38.894,27.449,43.531,0.658,0.997,0.704,1.116,0.108,39,22,1,42,25,16,33.0,2,0.048,16,17,17,3,1,1,1,5,43.6,43.6,7.7,2.6,3,14,4,5,23,21,1,0.955,0.095,1.095,3,0.75,1,3,1,2,0.64,59.466,172.643,94.113,120,296,304.144,142.377,437.81,313.682,143,315,321.474,164.502,491.37,333.794,10.333,6.65,4.778,2.161,19,35,1.871,17.394,2.129,2.205,0.24,46.5,7,0.927,34,101.495,5.718,5.903,1.0,208,9.455,1.636,17.884,76,588,62,2.72,5183,8355,5612,14234,21.803,466,13475,14.0,5.874,2.728,3.738,0.583,0.351,0.19,0.095,1.334,1.982,12.448,22.707,44.389,2.018,15.8,13.259,0.001,0.0,-0.0,7.518,8.099,3.457,0.0,2,0.405,3.258,4.796,5.659,6.535,7.409,8.288,9.165,10.044,10.922,11.802,3.932,5.252,2.398,6.779,4.595,8.393,6.555,10.049,3.258,3.584,3.892,4.143,4.331,4.382,4.554,4.654,4.754,4.796,3.526,4.139,4.75,5.32,5.777,6.017,6.393,6.737,7.089,7.028,12.338,7.251,10.273,1.417,3.022,3.85,3.147,14.941,10.81,9.625,8.597,7.257,5.646,0.679,0.432,0.275,0.179,0.117,0.075,12.885,7.727,5.881,4.376,3.045,2.05,0.586,0.309,0.168,0.091,0.049,0.027,15.441,11.098,9.995,8.955,7.578,5.86,70.136,3.565,Sc1ccoc1C1NCN(CN1)c1ccc2c(c1)cccc2,1272.44
340.45,7.401,30.499,45.483,32.319,50.943,0.663,0.989,0.703,1.107,0.092,46,26,0,50,30,22,41.0,3,0.06,22,20,23,2,1,0,0,3,43.5,50.0,4.3,2.2,5,18,5,6,28,26,1,1.0,0.077,1.077,4,0.8,2,3,1,2,0.733,112.891,196.104,102.238,144,322,341.026,149.987,484.15,339.013,174,361,371.032,180.376,559.75,381.368,11.667,8.317,5.667,3.035,23,42,2.0,21.266,2.229,2.266,0.217,54.0,8,0.926,41,123.671,5.342,0.0,0.833,227,8.731,1.234,20.107,81,980,90,2.493,7108,10701,7776,17175,24.43,514,21343,15.486,6.512,2.785,3.879,0.575,0.348,0.205,0.108,0.765,1.928,11.64,28.726,50.5,1.942,19.022,16.442,0.0,0.0,0.0,7.442,9.597,4.145,0.0,0,0.0,3.434,4.977,5.855,6.749,7.647,8.552,9.46,10.37,11.282,12.196,4.111,5.434,3.045,6.963,5.13,8.594,6.986,10.283,3.434,3.761,4.111,4.443,4.682,4.86,5.069,5.209,5.328,5.366,3.738,4.373,5.051,5.722,6.322,6.776,7.326,7.806,8.27,8.599,12.709,7.701,11.52,1.496,3.819,4.022,3.306,17.347,12.899,11.303,10.214,9.059,7.079,0.667,0.43,0.269,0.17,0.108,0.066,14.559,9.256,7.05,5.518,4.25,2.698,0.56,0.309,0.168,0.092,0.051,0.025,17.347,12.899,11.303,10.214,9.059,7.079,79.348,3.816,C1CCC(C1)c1ccc2c(c1c1cocc1)cc(cc2)c1cnccn1,1136.96
399.7,9.992,27.687,39.873,31.585,44.001,0.692,0.997,0.79,1.1,0.103,40,23,0,43,26,11,31.5,3,0.07,11,17,15,3,0,5,5,8,42.5,37.5,7.5,0.0,8,7,4,4,23,23,0,1.0,0.0,1.0,4,1.0,1,3,0,0,0.423,59.646,211.249,0.0,122,388,313.237,228.275,551.18,408.142,144,362,323.588,244.223,566.6,386.072,10.5,7.1,5.111,2.369,18,35,1.732,18.375,2.19,2.223,0.233,47.5,6,1.467,34,105.417,5.11,0.0,1.0,185,8.043,1.18,17.656,67,757,72,2.442,5211,9144,5577,16687,22.166,411,8941,16.713,8.092,3.923,5.88,0.565,0.336,0.194,0.104,0.806,1.83,11.667,27.9,42.5,1.848,17.276,14.941,0.001,-0.0,0.0,7.348,8.55,3.64,-0.0,0,0.0,3.296,4.812,5.666,6.535,7.409,8.289,9.172,10.057,10.944,11.833,3.97,5.263,2.398,6.767,4.443,8.366,6.293,10.015,3.296,3.584,3.892,4.174,4.394,4.477,4.663,4.745,4.796,4.762,3.481,3.984,4.55,5.115,5.542,5.892,6.295,6.556,6.783,6.876,12.363,7.015,8.922,1.272,1.907,3.893,3.19,15.485,11.416,9.742,8.573,7.372,5.842,0.673,0.439,0.278,0.179,0.115,0.073,16.595,12.718,10.845,9.977,8.609,7.157,0.722,0.489,0.31,0.208,0.135,0.089,17.253,13.824,12.402,11.736,10.699,8.905,93.986,3.595,C1CSC(CS1)c1cnc(c(c1)C1CSCCS1)c1nsnc1,1359.36
288.47,8.242,23.105,34.542,25.637,38.743,0.66,0.987,0.732,1.107,0.123,35,19,0,37,21,12,27.0,3,0.081,12,16,15,2,0,2,2,4,45.7,42.9,5.7,0.0,5,10,3,3,18,18,0,0.947,0.0,1.0,3,1.0,0,3,0,0,0.571,0.0,182.371,0.0,96,256,229.011,140.333,365.1,268.222,111,243,232.663,153.149,375.37,257.42,8.833,6.067,4.333,2.056,13,27,2.121,14.792,2.151,2.178,0.26,39.0,4,1.236,27,80.38,4.325,0.0,1.0,121,6.368,0.914,11.584,45,477,46,2.115,2976,4850,3075,7961,18.589,261,3099,13.017,6.447,3.128,4.417,0.552,0.324,0.197,0.114,0.956,1.588,7.328,21.999,36.167,1.904,14.019,11.729,0.003,-0.0,-0.0,7.404,7.025,2.913,-0.0,0,0.0,3.091,4.575,5.407,6.26,7.116,7.982,8.847,9.72,10.588,11.462,3.761,5.017,0.0,6.503,0.0,8.085,0.0,9.717,3.091,3.332,3.611,3.892,4.111,4.007,4.111,4.111,3.892,3.611,3.332,3.807,4.311,4.838,5.339,5.276,5.652,5.959,6.042,6.079,12.003,6.227,7.978,1.281,1.752,3.698,3.012,12.916,9.449,7.772,6.582,5.712,4.787,0.68,0.45,0.288,0.183,0.119,0.08,12.239,8.655,6.994,6.149,5.318,4.475,0.644,0.412,0.259,0.171,0.111,0.075,13.623,10.404,8.853,7.884,7.121,6.242,67.192,3.189,C1SCC(SC1)C(c1ccccn1)c1ccncc1,1195.8
416.68,7.441,34.297,55.483,37.705,63.397,0.612,0.991,0.673,1.132,0.085,56,28,0,60,32,11,37.5,3,0.05,11,28,20,6,0,2,2,8,50.0,35.7,10.7,0.0,10,10,5,6,30,28,1,1.0,0.071,1.071,4,0.8,0,5,1,2,0.344,0.0,352.629,100.778,154,350,331.03,206.908,512.83,364.925,189,359,354.367,243.645,574.07,378.764,12.75,9.283,6.208,3.207,24,45,2.449,22.534,2.196,2.236,0.211,59.0,8,1.142,52,134.287,5.049,0.0,1.0,222,7.929,1.02,19.0,80,1212,86,2.355,7843,11747,8468,18763,25.529,496,24312,19.151,8.497,3.497,5.812,0.569,0.358,0.224,0.131,1.463,1.413,16.403,34.577,51.583,1.842,20.962,18.296,0.0,0.0,0.0,7.342,10.419,4.504,0.0,0,0.0,3.497,5.043,5.938,6.851,7.774,8.703,9.636,10.572,11.51,12.449,4.174,5.501,0.0,7.079,0.0,8.774,0.0,10.53,3.497,3.829,4.22,4.575,4.875,4.942,5.118,5.215,5.268,5.236,3.651,4.167,4.758,5.335,5.882,6.129,6.526,6.883,7.217,7.152,12.945,7.78,10.027,1.289,2.247,4.094,3.377,18.813,13.894,11.938,10.943,9.977,8.804,0.672,0.434,0.265,0.163,0.104,0.068,17.543,12.178,9.853,8.779,7.644,6.437,0.627,0.381,0.219,0.131,0.08,0.05,19.52,14.848,13.003,12.276,11.465,10.351,95.754,3.792,N1CNC(NC1)C1(NCNCN1c1cccc2c1cccc2)C1CSCCS1,1226.36
345.58,7.513,28.706,45.294,31.927,51.487,0.624,0.985,0.694,1.119,0.103,46,23,1,49,26,11,31.5,2,0.041,11,23,18,3,0,2,2,5,50.0,39.1,6.5,0.0,8,10,4,5,24,22,1,0.957,0.091,1.091,3,0.75,0,4,1,2,0.423,0.0,239.548,92.877,126,284,256.719,175.56,416.3,296.762,154,292,279.372,205.551,465.4,309.022,10.917,8.167,5.083,2.694,20,37,2.345,17.97,2.107,2.184,0.236,47.5,7,1.192,42,103.565,4.679,5.428,1.0,178,7.739,1.078,14.522,62,690,64,2.376,4796,7151,5080,11097,21.743,394,9050,15.793,6.653,2.788,4.568,0.577,0.363,0.216,0.119,1.154,1.147,10.688,27.76,41.917,1.822,17.266,15.034,0.001,-0.0,0.0,7.322,8.55,3.66,-0.0,2,0.393,3.296,4.844,5.733,6.642,7.554,8.476,9.396,10.322,11.246,12.174,3.97,5.303,0.0,6.884,0.0,8.576,0.0,10.324,3.296,3.638,4.007,4.317,4.575,4.615,4.771,4.828,4.828,4.691,3.481,4.052,4.677,5.268,5.836,6.144,6.565,6.917,7.231,7.108,12.678,7.054,9.323,1.322,2.269,3.892,3.191,15.7,11.311,9.88,9.067,8.022,6.718,0.683,0.435,0.267,0.168,0.108,0.07,15.026,10.332,8.725,8.003,6.956,5.739,0.653,0.397,0.236,0.148,0.094,0.06,16.408,12.238,10.99,10.555,9.677,8.402,78.544,3.418,Cc1c2ccccc2ccc1C1(CSCCS1)C1NCNCN1,1232.82
406.63,9.036,31.819,44.502,35.046,49.078,0.707,0.989,0.779,1.091,0.088,45,27,0,49,31,22,42.0,3,0.061,22,18,22,2,0,3,3,5,40.0,48.9,4.4,0.0,4,18,5,6,29,27,1,1.0,0.074,1.074,4,0.8,1,4,1,2,0.71,56.19,259.801,102.029,148,390,345.871,212.164,571.73,409.677,178,403,383.072,236.154,632.29,427.63,12.167,8.15,5.917,2.685,23,43,2.0,21.959,2.219,2.255,0.213,55.0,8,1.172,44,129.94,5.398,0.0,0.833,234,8.667,1.185,20.719,84,1118,92,2.476,7750,12653,8452,22091,25.171,527,28332,17.425,7.749,3.445,5.001,0.571,0.345,0.206,0.114,0.772,1.681,10.815,30.127,51.0,1.889,19.886,17.13,0.0,-0.0,-0.0,7.389,9.983,4.294,-0.0,0,0.0,3.466,5.004,5.878,6.767,7.662,8.562,9.465,10.371,11.278,12.186,4.143,5.46,2.398,6.993,4.443,8.627,6.293,10.315,3.466,3.784,4.127,4.454,4.727,4.852,5.063,5.204,5.318,5.333,3.761,4.385,5.057,5.727,6.322,6.739,7.259,7.711,8.129,8.377,12.703,7.861,12.236,1.556,4.374,4.059,3.342,18.054,13.399,11.659,10.445,9.276,7.724,0.669,0.432,0.271,0.171,0.109,0.069,17.118,12.106,9.676,8.243,6.832,5.349,0.634,0.391,0.225,0.135,0.08,0.048,19.114,14.853,13.238,12.292,11.218,9.393,95.843,3.874,C1CSC(CS1)c1cc2ccccc2c(c1)c1cccnc1c1cscn1,1251.78
